id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90
252,Male/IMD5,2016,1.4666871,17.377172,22.92802,22.43331,18.992226,11.478591,13.904911,7.7309084,12.499531,5.4764514
253,Male/IMD5,2017,1.4419374,14.408518,20.723297,21.552202,14.23411,14.710405,9.1321421,6.1436801,6.0073047,5.2360134
254,Male/IMD5,2018,1.1566886,17.158503,21.065432,31.467018,23.948639,14.350451,12.679525,7.9293756,2.3262305,5.0542064
255,Male/IMD5,2019,1.6751752,18.720503,28.648594,27.55521,27.00387,14.7875,17.516121,9.6139669,4.5021214,0
256,Male/IMD5,2020,1.6432736,18.717619,24.195438,27.473923,23.914179,16.291389,14.014374,6.97054,6.5786591,2.3040943
257,Male/IMD5,2021,1.2969302,17.516825,28.151567,31.411184,31.853285,22.664011,19.975115,9.5764036,9.1982212,13.8004
258,Male/IMD5,2022,1.0274457,14.890885,25.263803,23.43808,19.757023,20.386528,12.361542,8.7673159,6.9420342,2.2133198
259,Male/IMD5,2023,1.0274457,11.553273,21.946333,24.009741,31.477289,22.085405,14.609095,10.646026,11.90063,2.2133198
260,,,,,,,,,,,,
261,Female/IMD1,All Years,,,,,,,,,,
262,Female/IMD1,2016,0.59220916,8.297164,9.0673094,10.159257,13.820387,10.107306,7.3597302,5.107687,0,1.9492418
263,Female/IMD1,2017,0.56411487,5.9352212,7.4714866,14.626819,11.561773,6.2937942,9.4829102,4.2696724,3.7895534,3.9255712
264,Female/IMD1,2018,0.6904726,7.0105581,9.7684565,12.650415,11.678989,12.151099,9.5067358,5.9389982,1.276031,4.0136466
265,Female/IMD1,2019,0.71623909,8.081912,10.427305,16.391245,8.0468864,9.407897,8.7496128,7.5844402,0,1.982986
266,Female/IMD1,2020,0.56399268,8.6574526,11.958254,9.7243681,13.326818,9.7181253,6.7268496,4.262938,5.2394423,2.0338845
267,Female/IMD1,2021,0.74151158,9.346591,10.559105,14.850224,10.657146,13.22259,10.099786,8.1249437,4.3240128,6.3402162
268,Female/IMD1,2022,0.68639433,7.755137,9.3209944,12.681178,14.713455,10.140034,5.0390525,5.4993906,4.3024325,4.2058334
269,Female/IMD1,2023,0.63555032,5.8163528,8.4471512,9.2538328,13.847958,8.1120272,6.9286976,7.3325205,8.6048651,2.1029167
270,,,,,,,,,,,,
271,Female/IMD2,All Years,,,,,,,,,,
272,Female/IMD2,2016,0.53078628,5.3390141,5.5500398,10.064955,5.0450087,7.8099875,4.6078172,4.3704386,3.1650243,6.3503151
273,Female/IMD2,2017,0.45032409,3.9585879,5.6762676,8.7673769,7.8378096,6.379694,4.0162487,0.72296649,4.2110581,1.5998209
274,Female/IMD2,2018,0.71397442,5.7760973,9.2685385,9.9344664,8.7357807,5.7056456,5.6479306,4.2786851,2.1219485,4.8378515
275,Female/IMD2,2019,0.60890424,6.5315762,6.197794,10.377507,5.3235784,9.1619234,4.9526744,2.8167624,3.1820447,0
276,Female/IMD2,2020,0.37146845,5.7724147,8.5205564,11.991146,9.8835268,7.0321016,5.9097843,2.8159099,9.6044054,3.178791
277,Female/IMD2,2021,0.434075,6.550487,8.1429243,11.901392,10.80422,7.5234118,7.3973093,5.7741723,3.3228478,3.3076987
278,Female/IMD2,2022,0.40474325,4.5022974,7.8046784,8.4308872,9.4521532,9.4955387,5.3788943,5.0501771,1.0952302,3.3300033
279,Female/IMD2,2023,0.35077751,6.3561845,10.495947,11.241182,7.9398088,8.6698399,6.3568749,5.0501771,2.1904604,3.3300033
280,,,,,,,,,,,,
281,Female/IMD3,All Years,,,,,,,,,,
282,Female/IMD3,2016,0.81124455,2.2548423,6.5212708,5.408277,8.4683485,5.6974216,3.4508767,1.8715143,2.752445,0
283,Female/IMD3,2017,0.37645981,3.9668472,8.7988234,4.6918402,6.3360715,7.6427631,2.917465,3.0768094,2.7057498,4.0922112
284,Female/IMD3,2018,0.54951203,6.9109182,7.2149496,9.8387365,5.5070539,5.6386614,5.6729808,3.0228832,3.5805078,2.7280293
285,Female/IMD3,2019,0.43399137,4.9639492,7.5174522,6.921998,9.4651842,8.7622509,6.3653436,2.9563234,4.433764,1.3268583
286,Female/IMD3,2020,0.49233678,6.7690039,7.5895185,9.3935022,10.151021,8.9626389,7.0136986,1.7592522,3.5476718,5.2900257
287,Female/IMD3,2021,0.41787937,7.3494005,8.5999966,10.176519,9.7071457,9.1387396,7.6767902,1.7923074,3.5556819,2.7384882
288,Female/IMD3,2022,0.38580042,6.6789112,9.0207253,9.2997828,7.595221,3.7629609,4.2891679,4.731432,2.6343982,4.0559726
289,Female/IMD3,2023,0.41547737,4.3669806,6.0138168,7.8907247,7.2649941,6.1575723,7.7984872,5.91429,2.6343982,6.759954
290,,,,,,,,,,,,
291,Female/IMD4,All Years,,,,,,,,,,
292,Female/IMD4,2016,0.68597436,4.106945,5.2083902,8.5542154,8.1245012,5.8891797,1.8347867,1.7620111,1.7571759,0
293,Female/IMD4,2017,0.49977058,4.3153982,5.8640242,10.24723,6.1959882,5.6826434,2.7116928,5.7676778,3.4323273,1.3097749
294,Female/IMD4,2018,0.62455833,5.040988,6.486464,10.365794,6.0811529,3.6073194,5.2380247,3.3691776,0.85152763,2.602303
295,Female/IMD4,2019,0.53144234,8.2093287,5.5546579,10.180307,8.3111706,5.0311637,4.5603795,4.3653588,2.5168207,3.7926676
296,Female/IMD4,2020,0.50023967,6.8369055,6.6438971,7.0944929,7.7707562,6.1399736,5.9524283,4.3139939,4.1727171,3.7557275
297,Female/IMD4,2021,0.48157912,3.7397623,7.1515942,8.9962692,7.2877293,6.8440566,4.9756765,4.3699131,4.917388,2.5566294
298,Female/IMD4,2022,0.41534609,3.030196,5.3845944,8.1937885,7.1968336,5.9627485,3.4799433,4.3062844,1.6022432,2.5124366
299,Female/IMD4,2023,0.47924548,4.5452938,10.034926,6.8281569,9.3871737,6.5904064,5.5679092,5.3828554,5.607851,8.7935276
300,,,,,,,,,,,,
301,Female/IMD5,All Years,,,,,,,,,,
302,Female/IMD5,2016,0.4512791,3.7707391,4.8958545,5.7849755,3.8372459,2.363723,4.012877,2.8437204,2.5196955,2.5951109
303,Female/IMD5,2017,0.42087841,5.8672638,3.9666378,4.5396495,4.0680175,5.1962976,4.8340387,2.7803264,2.4807739,1.2691643
304,Female/IMD5,2018,0.48675618,5.649837,7.7376223,5.066762,4.5049915,4.3725276,3.3841662,1.0793366,4.8962803,1.258194
305,Female/IMD5,2019,0.74827677,3.081423,5.2740893,7.6165257,7.9749708,3.7127476,6.8402481,1.5674391,1.6024998,2.4174442
306,Female/IMD5,2020,0.42314348,2.4014332,6.8426867,6.5890684,6.2246151,5.3672013,4.5976129,3.6108346,2.3709042,1.1912845
307,Female/IMD5,2021,0.56412846,4.1423407,7.1082788,5.6324544,5.6807241,6.5845222,5.8481884,4.1802745,2.3167634,0
308,Female/IMD5,2022,0.43027493,4.4321003,5.3647547,4.6607008,4.6919723,4.2428741,6.9415293,6.1641512,2.2538767,4.7303128
309,Female/IMD5,2023,0.33098072,3.9396446,6.096312,8.4989252,4.0663757,3.9398117,7.272078,6.6778307,3.0051689,2.3651564
310,,,,,,,,,,,,
311,Male/East Midlands,All Years,,,,,,,,,,
312,Male/East Midlands,2016,1.9674623,14.748132,28.869329,31.353956,14.555617,14.928158,16.036135,5.8142915,14.377628,0
313,Male/East Midlands,2017,2.2964222,18.05969,27.979126,21.92021,16.829092,13.603128,7.8644176,15.171917,13.824566,0
314,Male/East Midlands,2018,1.0119573,19.719175,21.470203,23.07114,22.776539,26.07987,13.833868,5.5122738,3.353229,15.666615
315,Male/East Midlands,2019,1.8242664,20.231798,30.817781,25.543158,34.220955,20.135796,13.100073,14.176605,6.5082979,0
316,Male/East Midlands,2020,1.9667217,19.318468,25.304558,37.61533,33.869057,28.800922,9.1068459,10.540555,3.2059503,14.686444
317,Male/East Midlands,2021,1.4265151,18.67065,21.970062,39.115578,29.032961,18.333559,20.610952,15.803059,9.4589481,7.0546737
318,Male/East Midlands,2022,1.6794258,15.311411,32.829941,21.923996,25.443068,17.55706,11.875545,8.5764761,6.1589627,0
319,Male/East Midlands,2023,1.0748326,16.489212,22.863708,35.211269,20.672493,17.55706,14.84443,8.5764761,9.2384443,0
320,,,,,,,,,,,,
321,Male/East of England,All Years,,,,,,,,,,
322,Male/East of England,2016,1.3009782,14.715012,26.326458,25.723,21.4025,18.299467,14.251685,4.202858,12.399564,5.403945
323,Male/East of England,2017,1.3009382,18.194967,19.941505,25.906267,19.075514,14.610368,7.0655684,6.8489399,2.3986568,0
324,Male/East of England,2018,1.2496973,14.981545,28.90764,27.161718,20.396067,18.439861,14.710786,14.614833,7.1235218,15.446401
325,Male/East of England,2019,1.6676577,20.433462,22.378548,34.025768,32.980465,23.866049,14.935125,12.985158,4.6198978,0
326,Male/East of England,2020,1.4609052,19.697844,22.829855,25.220257,25.477707,22.540291,12.527852,5.19103,4.5426669,4.8564906
327,Male/East of England,2021,1.1949871,18.352243,31.863848,33.134525,33.727905,23.328247,27.807505,18.410152,6.6947846,4.7296977
328,Male/East of England,2022,0.7231136,18.536541,28.313622,28.507776,25.420874,23.45043,9.9191208,11.672546,10.803336,0
329,Male/East of England,2023,1.6011801,12.975578,24.136202,26.924011,29.869528,20.77038,11.44514,11.672546,6.4820018,4.5518684
330,,,,,,,,,,,,
331,Male/London,All Years,,,,,,,,,,
332,Male/London,2016,0.78642493,13.395548,23.726742,24.402729,26.07222,16.100468,17.211069,3.3933964,3.1006792,0
333,Male/London,2017,0.72704077,15.324832,13.675546,26.578688,25.37928,16.672371,7.4348521,11.783321,3.0118668,6.2956433
334,Male/London,2018,0.94949418,11.129181,19.219025,22.861349,26.90818,27.760487,20.99984,9.9405222,23.779093,6.1387353
335,Male/London,2019,0.75933462,10.000358,18.656097,24.172884,28.84054,24.715565,24.277443,17.932833,8.7412586,5.8993568
336,Male/London,2020,0.73569936,9.9882994,22.811056,17.100218,29.817421,21.062012,22.959337,13.11798,2.9292011,11.927481
337,Male/London,2021,0.74850959,8.5855026,22.059206,18.130814,35.296833,30.496124,23.348392,20.220062,22.913445,12.043839
338,Male/London,2022,0.48523229,13.686493,13.040231,18.571827,22.365479,16.481388,16.119152,13.499603,8.4466591,5.7713394
339,Male/London,2023,0.71167403,9.7246132,18.177292,19.549292,20.392054,22.249874,16.119152,11.812153,8.4466591,17.314018
340,,,,,,,,,,,,
341,Male/North East,All Years,,,,,,,,,,
342,Male/North East,2016,3.282675,24.189138,29.64179,34.884171,24.380856,26.178467,18.688532,10.110883,0,15.656803
343,Male/North East,2017,2.4148695,21.186665,30.16625,44.147327,30.859642,25.206377,11.693718,3.3009837,0,15.044381
344,Male/North East,2018,1.9141711,23.553595,40.781685,24.663042,25.915569,22.289255,18.537399,9.654995,6.1455259,0
345,Male/North East,2019,1.9224904,35.831009,33.751781,33.816833,24.633575,25.935478,13.434841,28.145229,11.825223,0
346,Male/North East,2020,1.8041446,18.93391,35.349693,33.235603,35.446491,32.623188,30.301064,6.2877264,5.8582306,0
347,Male/North East,2021,1.1639305,26.833931,38.243355,46.541393,33.556145,30.82139,28.966316,25.282053,17.235435,0
348,Male/North East,2022,1.9029616,13.621813,20.244856,36.393826,42.035019,26.388319,11.131932,9.4966764,0,13.090718
349,Male/North East,2023,1.7760975,15.892116,37.293156,42.08036,39.407833,32.252388,31.540474,12.662235,11.148272,13.090718
350,,,,,,,,,,,,
351,Male/North West,All Years,,,,,,,,,,
352,Male/North West,2016,2.0210674,27.228348,34.631805,28.443144,32.076115,22.330078,15.129939,15.865461,7.5606742,0
353,Male/North West,2017,2.0660985,19.358385,30.600536,28.015129,29.107693,21.574715,20.259319,11.600629,4.9077344,11.297521
354,Male/North West,2018,2.1099198,22.087543,28.663055,35.379967,22.916712,25.724575,24.092445,16.235794,2.4065652,5.5005503
355,Male/North West,2019,1.6254297,17.880117,31.220604,33.161121,37.190552,24.606024,18.245451,21.720243,7.0265837,10.576974
356,Male/North West,2020,1.8939035,19.271156,34.258579,32.675316,26.653612,25.401453,16.177303,5.9975772,6.9244084,5.2904453
357,Male/North West,2021,1.4520251,20.45746,30.403898,40.801525,41.668472,32.975006,16.404072,16.858532,8.9241886,25.953802
358,Male/North West,2022,1.3858027,20.318563,25.57243,39.191856,34.633236,22.529287,20.589426,16.687128,4.3335066,10.028079
359,Male/North West,2023,0.90943301,17.131338,26.752695,41.834003,45.289616,26.573006,26.979248,16.687128,10.833767,5.0140395
360,,,,,,,,,,,,
361,Male/South East,All Years,,,,,,,,,,
362,Male/South East,2016,1.4835663,18.70414,21.725349,27.699203,26.314085,20.012419,17.931431,10.845452,15.457012,3.5977695
363,Male/South East,2017,1.2737731,17.611782,21.451283,29.657946,24.954931,22.867809,14.125391,11.59622,3.3423576,3.4533963
364,Male/South East,2018,1.0641234,20.35812,25.895496,38.714672,29.330336,20.975494,17.722641,11.294543,9.8538351,0
365,Male/South East,2019,1.3158016,24.447187,25.242178,28.325047,29.274532,21.573454,19.449198,11.925293,4.8193545,9.6674404
366,Male/South East,2020,1.3187755,19.5009,27.841248,27.550844,27.99135,21.075186,19.916475,6.3410969,6.329915,3.2293484
367,Male/South East,2021,1.3152254,18.626657,29.947765,29.375893,32.567039,33.539276,30.6075,10.057878,9.212203,15.809277
368,Male/South East,2022,1.1284842,10.33663,21.536858,24.175158,23.630213,20.595394,13.854106,15.252656,4.4896736,6.0679612
369,Male/South East,2023,0.95215863,13.15571,19.039831,27.78339,26.69339,23.871935,19.182608,12.56101,5.9862318,6.0679612
370,,,,,,,,,,,,
371,Male/South West,All Years,,,,,,,,,,
372,Male/South West,2016,1.7718126,16.326946,23.922626,32.292992,20.213453,17.92873,15.180957,18.388332,7.3495188,15.535187
373,Male/South West,2017,1.2197063,18.695555,33.618633,23.66923,23.773094,22.226871,18.804621,13.763678,2.3868058,5.0673962
374,Male/South West,2018,1.4652015,19.17565,28.400869,35.486378,25.78438,13.783252,10.411836,17.436792,7.0047631,0
375,Male/South West,2019,1.3458538,27.880569,32.358067,34.665359,31.892027,20.934671,22.453543,9.0965796,6.8485332,4.7422581
376,Male/South West,2020,1.6560475,22.608624,24.514311,33.772964,30.983934,26.297924,16.291393,12.83384,11.202223,0
377,Male/South West,2021,1.7131523,19.583994,31.515442,35.960106,43.550938,28.71825,20.228664,16.639788,13.113321,4.4662795
378,Male/South West,2022,1.2731385,19.356831,26.342997,29.97847,21.439337,20.687738,19.873545,17.547157,8.5066566,13.089005
379,Male/South West,2023,0.97001034,22.495775,21.869658,31.068596,34.681278,25.213181,12.512973,11.280315,4.2533283,8.7260036
380,,,,,,,,,,,,
381,Male/West Midlands,All Years,,,,,,,,,,
382,Male/West Midlands,2016,1.0762022,16.99057,20.57378,14.345518,18.71801,7.1488714,12.036196,7.9577284,5.8298841,0
383,Male/West Midlands,2017,1.7196378,14.848839,18.789202,21.265352,22.832584,15.600161,13.997911,7.7535009,2.8187277,0
384,Male/West Midlands,2018,1.2910535,15.221298,27.496672,22.817738,26.009226,14.431056,6.2596502,16.532652,11.068681,12.655825
385,Male/West Midlands,2019,1.5633516,12.689921,26.344769,28.651154,29.043234,15.74251,8.9529076,11.594539,13.470553,6.0309992
386,Male/West Midlands,2020,1.6241087,15.141894,28.473509,24.348969,20.887875,19.250376,14.477088,5.7417641,13.314515,5.9520268
387,Male/West Midlands,2021,1.357115,20.000488,27.569166,36.558113,32.662251,24.179497,19.622501,12.939401,2.6098757,17.301039
388,Male/West Midlands,2022,1.1794779,11.350402,19.723368,24.052504,34.997665,28.874987,20.07629,14.174545,10.05581,0
389,Male/West Midlands,2023,1.5547664,14.804872,21.240549,20.616432,22.64555,22.211527,11.347468,12.757091,12.569762,0
390,,,,,,,,,,,,
391,Male/Yorkshire and The Humber,All Years,,,,,,,,,,
392,Male/Yorkshire and The Humber,2016,1.2850587,19.595901,26.109816,21.825127,21.298971,22.099838,14.459399,12.216191,16.5777,0
393,Male/Yorkshire and The Humber,2017,1.8175497,23.68284,28.956467,32.852612,23.825207,21.624912,19.207684,8.4725657,6.4553614,21.995747
394,Male/Yorkshire and The Humber,2018,1.4138414,21.040562,27.216438,30.938354,27.969419,16.077047,18.794785,13.121637,6.2800264,7.2098055
395,Male/Yorkshire and The Humber,2019,1.7143685,12.666512,31.063826,34.277584,35.474598,20.962006,20.300447,6.3731818,6.0652008,13.796909
396,Male/Yorkshire and The Humber,2020,1.4873179,26.603245,32.770054,29.663853,29.154732,22.220247,14.159832,9.5247164,2.9594555,0
397,Male/Yorkshire and The Humber,2021,1.3754072,22.34304,32.998657,43.062084,36.218235,21.299255,25.001562,11.259812,11.540015,6.6409883
398,Male/Yorkshire and The Humber,2022,1.2401277,18.848415,24.716433,27.577442,27.768877,17.790428,17.892626,3.2049227,2.7907236,0
399,Male/Yorkshire and The Humber,2023,1.3582351,16.155785,22.567177,28.17695,31.328991,18.563925,27.309797,14.422153,25.116512,6.4524455
400,,,,,,,,,,,,
401,Female/East Midlands,All Years,,,,,,,,,,
402,Female/East Midlands,2016,0.82261592,4.633276,5.3095112,5.2179227,9.793292,3.5150621,7.0191855,0,2.2608066,0
403,Female/East Midlands,2017,0.95424855,2.2914233,8.3255415,9.6001892,7.2955422,4.830101,0,0,2.2512381,3.4390261
404,Female/East Midlands,2018,0.74719328,5.1254597,8.0846272,9.4347153,10.513589,5.3572931,6.7053342,1.4641074,0,0
405,Female/East Midlands,2019,0.67914897,6.8055758,6.6500216,10.677373,10.66691,6.774354,7.4413462,1.4244405,2.2282135,0
406,Female/East Midlands,2020,0.68069255,4.581954,7.071219,12.461491,6.9371114,7.4486785,8.1504574,2.8284543,11.17868,0
407,Female/East Midlands,2021,0.47660127,6.8385029,5.2077909,10.061307,6.9010997,8.8911943,7.7789989,5.6740808,2.2026432,0
408,Female/East Midlands,2022,0.54067022,6.314291,5.7302322,11.641068,9.889617,6.9543715,4.4552159,4.2022691,2.1535015,0
409,Female/East of England,2023,0.54067022,6.314291,2.8651161,8.4074373,10.650356,8.4997873,6.2373028,8.4045382,2.1535015,6.7920942
410,,,,,,,,,,,,
411,Female/East of England,All Years,,,,,,,,,,
412,Female/East of England,2016,0.5776853,5.3799114,3.6421154,4.0833468,5.3968873,4.0662251,1.7753475,2.2066045,0,2.4122543
413,Female/East of England,2017,0.15716721,3.1003358,6.0542459,9.2272205,4.5981503,6.7236753,3.5138268,2.1836922,4.7637954,2.3966446
414,Female/East of England,2018,0.52316415,4.8374825,8.342371,9.646594,5.938489,4.0910792,2.5539522,3.2200935,0,2.3976791
415,Female/East of England,2019,0.73118275,6.1698198,7.1493254,7.8278322,7.8147073,5.1699476,3.2641869,3.1518233,4.725749,4.6828537
416,Female/East of England,2020,0.26114979,7.5613356,7.4120054,8.7435513,9.6929159,6.2632384,7.852622,2.0902791,3.153132,7.0556693
417,Female/East of England,2021,0.36377016,8.460124,11.770671,5.8327589,5.4243665,7.404243,3.7146826,3.1688356,4.6742806,2.3406596
418,Female/East of England,2022,0.31033173,4.4951096,10.741619,7.1957607,5.9465761,5.452992,6.0166459,8.3426323,4.5757518,2.2960532
419,Female/East of England,2023,0.20688781,4.4951096,7.6086469,7.1957607,8.3252068,5.452992,10.027743,7.2998028,7.6262527,4.5921063
420,,,,,,,,,,,,
421,Female/London,All Years,,,,,,,,,,
422,Female/London,2016,0.2473954,2.1321127,3.0930066,7.2841372,2.4872837,6.4511967,1.9950323,5.1214423,3.8510418,2.9007368
423,Female/London,2017,0.30921316,2.791415,2.9816797,3.8275001,5.0828505,4.5355244,5.9783583,7.6094813,3.8100319,0
424,Female/London,2018,0.27737242,5.1627469,7.7698488,6.8923469,4.4763618,5.8284397,3.9508123,2.4946988,1.895483,5.8563437
425,Female/London,2019,0.39965212,3.761018,3.9539757,11.806739,6.9910069,9.2431297,3.8924894,2.4456754,5.6954093,2.8595939
426,Female/London,2020,0.21679397,2.7285967,5.7775636,5.922358,6.2837358,6.2728701,1.925076,2.4440913,1.9121556,5.7670126
427,Female/London,2021,0.21978885,2.3851793,3.3846548,7.640696,7.4062185,3.4599681,8.3515053,3.7313898,3.7877352,5.7227883
428,Female/London,2022,0.3442415,1.7158958,4.0946231,7.8528104,6.0215211,3.5368934,6.949029,1.2435955,3.7362924,8.466445
429,Female/London,2023,0.15647341,2.4022541,4.4668612,5.0812302,4.2150645,5.6590295,8.686286,3.7307866,5.6044388,2.8221483
430,,,,,,,,,,,,
431,Female/North East,All Years,,,,,,,,,,
432,Female/North East,2016,1.1391742,7.0850921,5.4702802,13.75275,13.356484,4.8320851,1.9337871,2.5179403,0,0
433,Female/North East,2017,0.50819784,9.1471777,5.3560143,14.691659,5.069066,10.237361,5.8721056,0,3.8828919,0
434,Female/North East,2018,1.0207896,7.1968336,8.4264631,10.72565,6.467134,6.8990259,7.8658094,2.4245951,3.8460059,0
435,Female/North East,2019,1.0241638,6.2597809,8.3246622,18.556965,3.9004602,12.047064,11.582341,7.1391177,0,6.5116887
436,Female/North East,2020,0.51370895,10.622929,9.2382545,18.146351,13.034241,7.8561797,5.6814952,7.138608,11.288805,0
437,Female/North East,2021,0.77121717,6.4026637,12.205169,14.406188,8.9984703,11.643552,5.4466233,4.8297515,0,6.4004097
438,Female/North East,2022,0.88978714,8.6452837,8.1370277,6.4986405,10.067451,8.0995703,6.5611415,2.4458249,3.6733644,6.232471
439,Female/North East,2023,0.50844979,8.6452837,9.1541557,6.4986405,10.067451,12.149356,3.2805707,2.4458249,11.020093,0
440,,,,,,,,,,,,
441,Female/North West,All Years,,,,,,,,,,
442,Female/North West,2016,0.75133008,5.6895981,9.066927,8.4857016,10.42249,12.102801,4.5145707,3.9468751,6.0607896,2.409987
